類別,ISO,光圈,快門,焦距,相機型號,上傳時間,累計人氣
2,80,2.8,0.001,3,1,12.89815327,1
2,400,2.4,0.059,3,1,12.88185497,1
2,320,2.4,0.067,3,1,12.88185495,1
2,200,2.8,0.067,3,1,12.98379037,1
2,160,2.8,0.067,3,1,13.03825169,1
2,160,2.8,0.067,3,1,12.98379039,1
2,500,2.8,0.067,3,1,13.05952168,1
2,400,2.8,0.067,3,1,13.0595217,1
2,400,2.8,0.067,3,1,13.08666043,1
2,400,2.8,0.067,3,1,13.05952172,1
2,250,2.4,0.05,4,1,13.41282899,1
2,160,2.8,0.067,3,1,13.03825148,1
2,1000,2.4,0.067,3,1,12.8818549,1
2,1000,2.4,0.067,3,1,12.88185493,1
2,1000,2.4,0.067,3,1,12.88185484,1
2,1000,2.4,0.067,3,1,12.88185478,1
2,400,2.8,0.067,3,1,13.02950204,1
2,1000,2.4,0.067,3,1,12.88185476,1
2,640,2.8,0.067,3,1,13.13309863,1
2,1000,2.8,0.067,3,1,13.13309862,1
2,500,2,0.05,3,1,13.7052762,1
2,250,2.8,0.067,3,1,13.13309864,1
2,1000,2.8,0.067,3,1,12.98013509,1
2,80,2.8,0.005,3,1,12.8981536,1
2,1000,2.8,0.067,3,1,13.02794809,1
2,640,2.8,0.067,3,1,12.97776287,1
2,400,2.8,0.067,3,1,12.9777629,1
2,250,2.8,0.067,3,1,12.97776293,1
2,640,2.8,0.067,3,1,12.97776283,1
2,640,2.8,0.067,3,1,13.0019304,1
2,800,2.8,0.067,3,1,12.97776272,1
2,1000,2.8,0.059,3,1,13.00193045,1
2,320,2.8,0.067,3,1,13.00193037,1
2,250,2.8,0.067,3,1,12.98010753,1
2,80,2.8,0.002,3,1,12.9801083,1
2,250,2.8,0.067,3,1,12.98010757,1
2,250,2.8,0.067,3,1,12.98010759,1
2,160,2.8,0.067,3,1,13.00625342,1
2,1000,2.8,0.067,3,1,12.97776264,1
2,160,2.8,0.067,3,1,13.00625345,1
2,64,2.4,0,4,1,13.63575086,1
2,320,2.4,0.067,3,1,12.95696863,1
2,160,2.8,0.067,3,1,13.00625347,1
2,400,2.8,0.067,3,1,13.00625349,1
2,320,2.4,0.067,3,1,12.95696819,1
2,500,2.8,0.067,3,1,13.00625352,1
2,500,2.4,0.067,3,1,12.95696873,1
2,640,2.4,0.067,3,1,12.95696885,1
2,640,2.4,0.059,3,1,12.9654777,1
2,320,2.4,0.067,3,1,12.96547788,1
2,800,2.4,0.059,3,1,12.96547768,1
2,80,2.4,0.029,3,1,12.96547766,1
2,400,2.4,0.067,3,1,12.96547761,1
2,800,2.4,0.067,3,1,12.96547763,1
2,80,2.8,0.002,3,1,12.98011089,1
2,250,2.8,0.067,3,1,12.98952453,1
2,320,2.8,0.067,3,1,12.98952502,1
2,1000,2.8,0.067,3,1,12.98952498,1
2,640,2.8,0.059,3,1,12.98952468,1
2,125,2.4,0.05,4,1,13.63575116,1
2,1000,2.8,0.1,3,1,12.90862129,1
2,800,2.8,0.1,3,1,12.90862129,1
2,1000,2.8,0.1,3,1,12.90862129,1
2,1000,2.4,0.067,3,1,12.90773686,1
2,1000,2.4,0.067,3,1,12.9077368,1
2,1000,2.4,0.067,3,1,12.90773682,1
2,1000,2.8,0.1,3,1,12.90862129,1
2,200,2.8,0.067,3,1,13.01489199,1
2,95,2.8,0.017,3,1,12.91212644,1
2,200,2.4,0.067,3,1,12.91473063,1
2,125,2.4,0.067,3,1,12.91473066,1
2,1000,2.8,0.1,3,1,12.90862131,1
2,160,2.4,0.05,4,1,13.63575105,1
2,1000,2.8,0.1,3,1,12.90862131,1
2,1000,2.8,0.1,3,1,12.90862131,1
2,320,2.4,0.067,3,1,12.90773674,1
2,1000,2.4,0.067,3,1,12.90773669,1
2,80,2.8,0.05,3,1,12.89815565,1
2,160,2.8,0.067,3,1,12.89815403,1
2,400,2.8,0.067,3,1,12.89815401,1
2,80,2.8,0.05,3,1,12.89815373,1
2,250,2.8,0.067,3,1,12.8981538,1
2,80,2.8,0.067,3,1,12.8981557,1
2,125,2.4,0.067,3,1,12.90773641,1
2,1000,2.4,0.067,3,1,12.90773658,1
2,100,2.8,0.067,3,1,13.01489203,1
2,400,2.4,0.067,3,1,12.9077365,1
2,800,2.8,0.067,3,1,13.02794777,1
2,125,2.8,0.067,3,1,13.01489204,1
2,160,2.4,0.067,3,1,12.91473068,1
2,200,2.4,0.067,3,1,12.9147307,1
2,1000,2.4,0.067,3,1,12.93025068,1
2,1000,2.4,0.067,3,1,12.9302507,1
2,125,2.8,0.067,3,1,13.01489185,1
2,400,2.4,0.067,3,1,12.93025065,1
2,1000,2.4,0.067,3,1,12.93025061,1
2,250,2.4,0.067,3,1,12.9302504,1
2,500,2.4,0.067,3,1,12.93025075,1
2,1000,2.4,0.067,3,1,12.93025079,1
2,320,2.4,0.067,3,1,12.93960917,1
2,1000,2.4,0.067,3,1,12.9396092,1
2,200,2.8,0.067,3,1,13.00625371,1
2,500,2.4,0.067,3,1,12.93960914,1
2,250,2.4,0.067,3,1,12.93960909,1
2,400,2.638671875,0.119,3,1,12.93682834,1
2,250,2.4,0.067,3,1,12.93025036,1
2,160,2.8,0.067,3,1,13.01489188,1
2,400,2.4,0.059,3,1,12.91637046,1
2,320,2.4,0.067,3,1,12.91637051,1
2,200,2.8,0.067,3,1,13.01489192,1
2,100,2.4,0.067,3,1,12.91473082,1
2,320,2.4,0.067,3,1,12.91473075,1
2,250,2.8,0.067,3,1,13.01489194,1
2,500,2.4,0.067,3,1,12.91637053,1
2,500,2.4,0.067,3,1,12.91637055,1
2,400,2.4,0.067,3,1,12.91637091,1
2,250,2.8,0.067,3,1,13.0148919,1
2,1000,2.4,0.067,3,1,12.91637066,1
2,1000,2.4,0.067,3,1,12.91637064,1
2,1000,2.4,0.067,3,1,12.91637059,1
2,320,2.4,0.067,3,1,12.91637062,1
2,200,2,0.033,3,1,13.69217998,1
2,125,2.8,0.067,3,1,13.02572928,1
2,80,2.8,0.042,3,1,13.02572943,1
2,400,2.8,0.067,3,1,13.66720312,1
2,320,2.8,0.067,3,1,13.6672031,1
2,1000,2.8,0.067,3,1,13.65950057,1
2,500,2.8,0.067,3,1,13.65950056,1
2,1000,2.8,0.067,3,1,13.66720312,1
2,1000,2.8,0.067,3,1,13.66720312,1
2,200,2,0.033,3,1,13.69218001,1
2,125,2,0.033,3,1,13.69218,1
2,800,2.8,0.067,3,1,13.65950054,1
2,1000,2.8,0.067,3,1,13.65950049,1
2,1000,2.8,0.067,3,1,12.98013481,1
2,1000,2.8,0.059,3,1,13.5056558,1
2,400,2.8,0.067,3,1,13.21972052,1
2,320,2.8,0.067,3,1,13.21972055,1
2,500,2.8,0.067,3,1,13.21972056,1
2,1000,2.8,0.067,3,1,12.98013477,1
2,115,2,0.033,3,1,13.85179089,1
2,160,2.8,0.067,3,1,13.62928426,1
2,80,2.8,0.067,3,1,13.62928425,1
2,80,2.8,0.067,3,1,13.62928426,1
2,320,2.8,0.067,3,1,13.65950045,1
2,1000,2.8,0.067,3,1,13.65950047,1
2,500,2.8,0.067,3,1,13.65950046,1
2,250,2.8,0.067,3,1,13.65950045,1
2,1000,2.8,0.067,3,1,13.61275324,1
2,200,2.8,0.067,3,1,13.61275323,1
2,1000,2.8,0.067,3,1,12.9801349,1
2,200,2.4,0.05,4,1,13.56151984,1
2,640,2.8,0.067,3,1,13.61275321,1
2,1000,2.8,0.067,3,1,13.59988357,1
2,250,2.8,0.067,3,1,13.57222095,1
2,1000,2.8,0.067,3,1,12.98013493,1
2,32,2.2,0.025,4,1,13.87679846,1
2,320,2.4,0.02,4,1,13.87337872,1
2,640,2.8,0.067,3,1,13.21366834,1
2,640,2.4,0.067,4,1,13.88237756,1
2,250,2.8,0.067,3,1,13.21366832,1
2,1000,2.8,0.067,3,1,13.21366829,1
2,320,2.4,0.05,4,1,13.88237666,1
2,320,2.4,0.05,4,1,13.88237677,1
2,500,2.4,0.067,4,1,13.88237639,1
2,40,2.2,0.033,4,1,13.8767986,1
2,50,2.2,0.033,4,1,13.87679866,1
2,40,2.2,0.025,4,1,13.87679855,1
